"duid","emrikandidatit","data","nrLike","nrReaction","nrKomente","nrShare","nrPosteve"
"","AAB.edu","2017-06-13","75","75","2","4","2"
"","kolegjidardania","2017-06-13","41","41","0","2","1"
"","KolegjiGlobus","2017-06-13","14","14","0","1","1"
"","RiinvestCollege","2017-06-13","12","12","0","6","1"
"","RITinKosovo","2017-06-13","5","5","0","0","1"
"","universitetiiliria","2017-06-13","81","81","0","11","2"
"","UniversitetiPrishtines","2017-06-13","540","542","270","28","18"
"","UniversitetiUBT","2017-06-13","192","195","1","3","3"
"","universumcollege","2017-06-13","91","91","0","0","2"
"","www.kolegjifama.eu","2017-06-13","11","13","0","0","2"
"","UGJFA","2017-06-13","0","0","0","0","0"
"","366223313437608","2017-06-13","0","0","0","0","0"
"","FakultetiIStudimeveIslameFsiPrishtine","2017-06-13","0","0","0","0","0"
"","AkademiaeKosovesperSiguriPublike","2017-06-13","0","0","0","0","0"
"","akademia.evolucion","2017-06-13","0","0","0","0","0"
"","kolegjibiznesi","2017-06-13","0","0","0","0","0"
"","kugjilani","2017-06-13","0","0","0","0","0"
"","kolegji.ispe","2017-06-13","0","0","0","0","0"
"","KolegjiPjeterBudi","2017-06-13","0","0","0","0","0"
"","www.tempulli.org","2017-06-13","0","0","0","0","0"
"","KolegjiUniversi","2017-06-13","0","0","0","0","0"
"","Ibcmitrovica","2017-06-13","0","0","0","0","0"
"","RITinKosovo","2017-06-12","13","13","0","0","1"
"","UniversitetiPrishtines","2017-06-12","2","2","0","0","2"
"","UniversitetiUBT","2017-06-12","438","450","39","16","3"
"","www.kolegjifama.eu","2017-06-12","10","10","0","0","1"
"","UGJFA","2017-06-12","0","0","0","0","0"
"","366223313437608","2017-06-12","0","0","0","0","0"
"","FakultetiIStudimeveIslameFsiPrishtine","2017-06-12","0","0","0","0","0"
"","AkademiaeKosovesperSiguriPublike","2017-06-12","0","0","0","0","0"
"","akademia.evolucion","2017-06-12","0","0","0","0","0"
"","AAB.edu","2017-06-12","0","0","0","0","0"
"","kolegjibiznesi","2017-06-12","0","0","0","0","0"
"","kolegjidardania","2017-06-12","0","0","0","0","0"
"","kugjilani","2017-06-12","0","0","0","0","0"
"","KolegjiGlobus","2017-06-12","0","0","0","0","0"
"","universitetiiliria","2017-06-12","0","0","0","0","0"
"","kolegji.ispe","2017-06-12","0","0","0","0","0"
"","KolegjiPjeterBudi","2017-06-12","0","0","0","0","0"
"","RiinvestCollege","2017-06-12","0","0","0","0","0"
"","www.tempulli.org","2017-06-12","0","0","0","0","0"
"","KolegjiUniversi","2017-06-12","0","0","0","0","0"
"","universumcollege","2017-06-12","0","0","0","0","0"
"","Ibcmitrovica","2017-06-12","0","0","0","0","0"
"","kolegji.ispe","2017-06-11","34","34","0","7","1"
"","UniversitetiUBT","2017-06-11","151","151","3","4","1"
"","UniversitetiPrishtines","2017-06-11","0","0","0","0","0"
"","UGJFA","2017-06-11","0","0","0","0","0"
"","366223313437608","2017-06-11","0","0","0","0","0"
"","FakultetiIStudimeveIslameFsiPrishtine","2017-06-11","0","0","0","0","0"
"","AkademiaeKosovesperSiguriPublike","2017-06-11","0","0","0","0","0"
"","akademia.evolucion","2017-06-11","0","0","0","0","0"
"","AAB.edu","2017-06-11","0","0","0","0","0"
"","RITinKosovo","2017-06-11","0","0","0","0","0"
"","kolegjibiznesi","2017-06-11","0","0","0","0","0"
"","kolegjidardania","2017-06-11","0","0","0","0","0"
"","www.kolegjifama.eu","2017-06-11","0","0","0","0","0"
"","kugjilani","2017-06-11","0","0","0","0","0"
"","KolegjiGlobus","2017-06-11","0","0","0","0","0"
"","universitetiiliria","2017-06-11","0","0","0","0","0"
"","KolegjiPjeterBudi","2017-06-11","0","0","0","0","0"
"","RiinvestCollege","2017-06-11","0","0","0","0","0"
"","www.tempulli.org","2017-06-11","0","0","0","0","0"
"","KolegjiUniversi","2017-06-11","0","0","0","0","0"
"","universumcollege","2017-06-11","0","0","0","0","0"
"","Ibcmitrovica","2017-06-11","0","0","0","0","0"
"","kolegjidardania","2017-06-10","21","22","0","0","1"
"","kugjilani","2017-06-10","18","18","0","2","3"
"","UniversitetiPrishtines","2017-06-10","0","0","0","0","0"
"","UGJFA","2017-06-10","0","0","0","0","0"
"","366223313437608","2017-06-10","0","0","0","0","0"
"","FakultetiIStudimeveIslameFsiPrishtine","2017-06-10","0","0","0","0","0"
"","AkademiaeKosovesperSiguriPublike","2017-06-10","0","0","0","0","0"
"","akademia.evolucion","2017-06-10","0","0","0","0","0"
"","AAB.edu","2017-06-10","0","0","0","0","0"
"","RITinKosovo","2017-06-10","0","0","0","0","0"
"","kolegjibiznesi","2017-06-10","0","0","0","0","0"
"","www.kolegjifama.eu","2017-06-10","0","0","0","0","0"
"","KolegjiGlobus","2017-06-10","0","0","0","0","0"
"","universitetiiliria","2017-06-10","0","0","0","0","0"
"","kolegji.ispe","2017-06-10","0","0","0","0","0"
"","KolegjiPjeterBudi","2017-06-10","0","0","0","0","0"
"","RiinvestCollege","2017-06-10","0","0","0","0","0"
"","www.tempulli.org","2017-06-10","0","0","0","0","0"
"","UniversitetiUBT","2017-06-10","0","0","0","0","0"
"","KolegjiUniversi","2017-06-10","0","0","0","0","0"
"","universumcollege","2017-06-10","0","0","0","0","0"
"","Ibcmitrovica","2017-06-10","0","0","0","0","0"
"","366223313437608","2017-06-09","16","16","6","1","1"
"","AAB.edu","2017-06-09","116","116","2","3","2"
"","kolegji.ispe","2017-06-09","45","48","0","10","1"
"","KolegjiPjeterBudi","2017-06-09","14","14","0","0","3"
"","RITinKosovo","2017-06-09","6","6","1","7","1"
"","universitetiiliria","2017-06-09","180","181","1","20","5"
"","UniversitetiPrishtines","2017-06-09","190","190","0","4","2"
"","UniversitetiUBT","2017-06-09","89","89","0","0","3"
"","universumcollege","2017-06-09","263","265","114","25","2"
"","www.kolegjifama.eu","2017-06-09","15","15","0","0","3"
"","UGJFA","2017-06-09","0","0","0","0","0"
"","FakultetiIStudimeveIslameFsiPrishtine","2017-06-09","0","0","0","0","0"
"","AkademiaeKosovesperSiguriPublike","2017-06-09","0","0","0","0","0"
"","akademia.evolucion","2017-06-09","0","0","0","0","0"
"","kolegjibiznesi","2017-06-09","0","0","0","0","0"
"","kolegjidardania","2017-06-09","0","0","0","0","0"
"","kugjilani","2017-06-09","0","0","0","0","0"
"","KolegjiGlobus","2017-06-09","0","0","0","0","0"
"","RiinvestCollege","2017-06-09","0","0","0","0","0"
"","www.tempulli.org","2017-06-09","0","0","0","0","0"
"","KolegjiUniversi","2017-06-09","0","0","0","0","0"
"","Ibcmitrovica","2017-06-09","0","0","0","0","0"
"","AkademiaeKosovesperSiguriPublike","2017-06-08","312","313","4","5","4"
"","kolegji.ispe","2017-06-08","103","103","4","4","2"
"","KolegjiPjeterBudi","2017-06-08","9","9","0","0","1"
"","kugjilani","2017-06-08","4","4","0","1","1"
"","RiinvestCollege","2017-06-08","115","115","7","10","1"
"","RITinKosovo","2017-06-08","8","8","0","0","1"
"","UniversitetiPrishtines","2017-06-08","70","70","0","0","2"
"","UniversitetiUBT","2017-06-08","115","115","0","3","4"
"","universumcollege","2017-06-08","37","37","14","11","1"
"","www.kolegjifama.eu","2017-06-08","6","6","0","0","1"
"","UGJFA","2017-06-08","0","0","0","0","0"
"","366223313437608","2017-06-08","0","0","0","0","0"
"","FakultetiIStudimeveIslameFsiPrishtine","2017-06-08","0","0","0","0","0"
"","akademia.evolucion","2017-06-08","0","0","0","0","0"
"","AAB.edu","2017-06-08","0","0","0","0","0"
"","kolegjibiznesi","2017-06-08","0","0","0","0","0"
"","kolegjidardania","2017-06-08","0","0","0","0","0"
"","KolegjiGlobus","2017-06-08","0","0","0","0","0"
"","universitetiiliria","2017-06-08","0","0","0","0","0"
"","www.tempulli.org","2017-06-08","0","0","0","0","0"
"","KolegjiUniversi","2017-06-08","0","0","0","0","0"
"","Ibcmitrovica","2017-06-08","0","0","0","0","0"
"","AAB.edu","2017-06-07","75","75","1","1","1"
"","akademia.evolucion","2017-06-07","6","6","0","0","1"
"","kolegji.ispe","2017-06-07","30","30","0","3","1"
"","kolegjibiznesi","2017-06-07","146","146","0","9","1"
"","kolegjidardania","2017-06-07","72","72","0","1","2"
"","KolegjiPjeterBudi","2017-06-07","25","25","0","1","2"
"","kugjilani","2017-06-07","11","11","0","0","1"
"","RiinvestCollege","2017-06-07","27","27","0","0","1"
"","RITinKosovo","2017-06-07","189","192","2","10","2"
"","universitetiiliria","2017-06-07","85","86","0","4","1"
"","UniversitetiPrishtines","2017-06-07","268","270","2","4","8"
"","UniversitetiUBT","2017-06-07","119","119","5","11","3"
"","UGJFA","2017-06-07","0","0","0","0","0"
"","366223313437608","2017-06-07","0","0","0","0","0"
"","FakultetiIStudimeveIslameFsiPrishtine","2017-06-07","0","0","0","0","0"
"","AkademiaeKosovesperSiguriPublike","2017-06-07","0","0","0","0","0"
"","www.kolegjifama.eu","2017-06-07","0","0","0","0","0"
"","KolegjiGlobus","2017-06-07","0","0","0","0","0"
"","www.tempulli.org","2017-06-07","0","0","0","0","0"
"","KolegjiUniversi","2017-06-07","0","0","0","0","0"
"","universumcollege","2017-06-07","0","0","0","0","0"
"","Ibcmitrovica","2017-06-07","0","0","0","0","0"
"","AAB.edu","2017-06-06","711","719","5","22","7"
"","FakultetiIStudimeveIslameFsiPrishtine","2017-06-06","45","54","0","2","1"
"","Ibcmitrovica","2017-06-06","15","17","0","1","1"
"","kolegji.ispe","2017-06-06","85","85","1","8","1"
"","kolegjidardania","2017-06-06","12","12","1","1","1"
"","KolegjiPjeterBudi","2017-06-06","2","2","0","0","1"
"","RiinvestCollege","2017-06-06","105","105","2","1","1"
"","UniversitetiPrishtines","2017-06-06","334","334","0","2","8"
"","UniversitetiUBT","2017-06-06","341","363","19","2","4"
"","www.kolegjifama.eu","2017-06-06","3","3","0","0","1"
"","www.tempulli.org","2017-06-06","60","61","0","0","1"
"","UGJFA","2017-06-06","0","0","0","0","0"
"","366223313437608","2017-06-06","0","0","0","0","0"
"","AkademiaeKosovesperSiguriPublike","2017-06-06","0","0","0","0","0"
"","akademia.evolucion","2017-06-06","0","0","0","0","0"
"","RITinKosovo","2017-06-06","0","0","0","0","0"
"","kolegjibiznesi","2017-06-06","0","0","0","0","0"
"","kugjilani","2017-06-06","0","0","0","0","0"
"","KolegjiGlobus","2017-06-06","0","0","0","0","0"
"","universitetiiliria","2017-06-06","0","0","0","0","0"
"","KolegjiUniversi","2017-06-06","0","0","0","0","0"
"","universumcollege","2017-06-06","0","0","0","0","0"
"","366223313437608","2017-06-05","10","10","0","0","1"
"","AAB.edu","2017-06-05","134","135","0","3","3"
"","FakultetiIStudimeveIslameFsiPrishtine","2017-06-05","118","162","28","17","1"
"","KolegjiPjeterBudi","2017-06-05","1","1","0","0","1"
"","universitetiiliria","2017-06-05","42","42","0","4","1"
"","UniversitetiPrishtines","2017-06-05","888","896","60","8","12"
"","UniversitetiUBT","2017-06-05","287","287","31","17","2"
"","universumcollege","2017-06-05","198","201","102","2","3"
"","www.kolegjifama.eu","2017-06-05","6","6","0","0","1"
"","UGJFA","2017-06-05","0","0","0","0","0"
"","AkademiaeKosovesperSiguriPublike","2017-06-05","0","0","0","0","0"
"","akademia.evolucion","2017-06-05","0","0","0","0","0"
"","RITinKosovo","2017-06-05","0","0","0","0","0"
"","kolegjibiznesi","2017-06-05","0","0","0","0","0"
"","kolegjidardania","2017-06-05","0","0","0","0","0"
"","kugjilani","2017-06-05","0","0","0","0","0"
"","KolegjiGlobus","2017-06-05","0","0","0","0","0"
"","kolegji.ispe","2017-06-05","0","0","0","0","0"
"","RiinvestCollege","2017-06-05","0","0","0","0","0"
"","www.tempulli.org","2017-06-05","0","0","0","0","0"
"","KolegjiUniversi","2017-06-05","0","0","0","0","0"
"","Ibcmitrovica","2017-06-05","0","0","0","0","0"
"","RiinvestCollege","2017-06-04","182","183","1","1","1"
"","UniversitetiPrishtines","2017-06-04","0","0","0","0","0"
"","UGJFA","2017-06-04","0","0","0","0","0"
"","366223313437608","2017-06-04","0","0","0","0","0"
"","FakultetiIStudimeveIslameFsiPrishtine","2017-06-04","0","0","0","0","0"
"","AkademiaeKosovesperSiguriPublike","2017-06-04","0","0","0","0","0"
"","akademia.evolucion","2017-06-04","0","0","0","0","0"
"","AAB.edu","2017-06-04","0","0","0","0","0"
"","RITinKosovo","2017-06-04","0","0","0","0","0"
"","kolegjibiznesi","2017-06-04","0","0","0","0","0"
"","kolegjidardania","2017-06-04","0","0","0","0","0"
"","www.kolegjifama.eu","2017-06-04","0","0","0","0","0"
"","kugjilani","2017-06-04","0","0","0","0","0"
"","KolegjiGlobus","2017-06-04","0","0","0","0","0"
"","universitetiiliria","2017-06-04","0","0","0","0","0"
"","kolegji.ispe","2017-06-04","0","0","0","0","0"
"","KolegjiPjeterBudi","2017-06-04","0","0","0","0","0"
"","www.tempulli.org","2017-06-04","0","0","0","0","0"
"","UniversitetiUBT","2017-06-04","0","0","0","0","0"
"","KolegjiUniversi","2017-06-04","0","0","0","0","0"
"","universumcollege","2017-06-04","0","0","0","0","0"
"","Ibcmitrovica","2017-06-04","0","0","0","0","0"
"","AAB.edu","2017-06-03","258","262","1","15","3"
"","kugjilani","2017-06-03","8","8","0","0","1"
"","UniversitetiPrishtines","2017-06-03","144","146","2","6","2"
"","UGJFA","2017-06-03","0","0","0","0","0"
"","366223313437608","2017-06-03","0","0","0","0","0"
"","FakultetiIStudimeveIslameFsiPrishtine","2017-06-03","0","0","0","0","0"
"","AkademiaeKosovesperSiguriPublike","2017-06-03","0","0","0","0","0"
"","akademia.evolucion","2017-06-03","0","0","0","0","0"
"","RITinKosovo","2017-06-03","0","0","0","0","0"
"","kolegjibiznesi","2017-06-03","0","0","0","0","0"
"","kolegjidardania","2017-06-03","0","0","0","0","0"
"","www.kolegjifama.eu","2017-06-03","0","0","0","0","0"
"","KolegjiGlobus","2017-06-03","0","0","0","0","0"
"","universitetiiliria","2017-06-03","0","0","0","0","0"
"","kolegji.ispe","2017-06-03","0","0","0","0","0"
"","KolegjiPjeterBudi","2017-06-03","0","0","0","0","0"
"","RiinvestCollege","2017-06-03","0","0","0","0","0"
"","www.tempulli.org","2017-06-03","0","0","0","0","0"
"","UniversitetiUBT","2017-06-03","0","0","0","0","0"
"","KolegjiUniversi","2017-06-03","0","0","0","0","0"
"","universumcollege","2017-06-03","0","0","0","0","0"
"","Ibcmitrovica","2017-06-03","0","0","0","0","0"
"","AAB.edu","2017-06-02","79","79","17","24","1"
"","Ibcmitrovica","2017-06-02","18","19","1","0","1"
"","KolegjiGlobus","2017-06-02","24","24","0","0","2"
"","KolegjiUniversi","2017-06-02","61","61","0","6","2"
"","RiinvestCollege","2017-06-02","43","43","0","0","2"
"","RITinKosovo","2017-06-02","36","36","1","1","2"
"","UniversitetiPrishtines","2017-06-02","1690","1704","60","24","18"
"","UniversitetiUBT","2017-06-02","107","108","3","2","2"
"","universumcollege","2017-06-02","19","19","0","0","1"
"","UGJFA","2017-06-02","0","0","0","0","0"
"","366223313437608","2017-06-02","0","0","0","0","0"
"","FakultetiIStudimeveIslameFsiPrishtine","2017-06-02","0","0","0","0","0"
"","AkademiaeKosovesperSiguriPublike","2017-06-02","0","0","0","0","0"
"","akademia.evolucion","2017-06-02","0","0","0","0","0"
"","kolegjibiznesi","2017-06-02","0","0","0","0","0"
"","kolegjidardania","2017-06-02","0","0","0","0","0"
"","www.kolegjifama.eu","2017-06-02","0","0","0","0","0"
"","kugjilani","2017-06-02","0","0","0","0","0"
"","universitetiiliria","2017-06-02","0","0","0","0","0"
"","kolegji.ispe","2017-06-02","0","0","0","0","0"
"","KolegjiPjeterBudi","2017-06-02","0","0","0","0","0"
"","www.tempulli.org","2017-06-02","0","0","0","0","0"
"","AAB.edu","2017-06-01","840","846","4","51","3"
"","kolegji.ispe","2017-06-01","113","113","0","4","1"
"","KolegjiPjeterBudi","2017-06-01","16","16","1","0","2"
"","universitetiiliria","2017-06-01","90","90","0","9","2"
"","UniversitetiPrishtines","2017-06-01","20","20","0","0","2"
"","UniversitetiUBT","2017-06-01","39","39","0","1","2"
"","www.kolegjifama.eu","2017-06-01","7","7","2","0","1"
"","UGJFA","2017-06-01","0","0","0","0","0"
"","366223313437608","2017-06-01","0","0","0","0","0"
"","FakultetiIStudimeveIslameFsiPrishtine","2017-06-01","0","0","0","0","0"
"","AkademiaeKosovesperSiguriPublike","2017-06-01","0","0","0","0","0"
"","akademia.evolucion","2017-06-01","0","0","0","0","0"
"","RITinKosovo","2017-06-01","0","0","0","0","0"
"","kolegjibiznesi","2017-06-01","0","0","0","0","0"
"","kolegjidardania","2017-06-01","0","0","0","0","0"
"","kugjilani","2017-06-01","0","0","0","0","0"
"","KolegjiGlobus","2017-06-01","0","0","0","0","0"
"","RiinvestCollege","2017-06-01","0","0","0","0","0"
"","www.tempulli.org","2017-06-01","0","0","0","0","0"
"","KolegjiUniversi","2017-06-01","0","0","0","0","0"
"","universumcollege","2017-06-01","0","0","0","0","0"
"","Ibcmitrovica","2017-06-01","0","0","0","0","0"
"","AAB.edu","2017-05-31","80","82","0","2","1"
"","kolegji.ispe","2017-05-31","12","12","0","1","1"
"","UniversitetiPrishtines","2017-05-31","70","70","0","2","2"
"","UniversitetiUBT","2017-05-31","132","132","1","1","4"
"","universumcollege","2017-05-31","154","154","0","2","3"
"","www.kolegjifama.eu","2017-05-31","262","266","4","11","4"
"","UGJFA","2017-05-31","0","0","0","0","0"
"","366223313437608","2017-05-31","0","0","0","0","0"
"","FakultetiIStudimeveIslameFsiPrishtine","2017-05-31","0","0","0","0","0"
"","AkademiaeKosovesperSiguriPublike","2017-05-31","0","0","0","0","0"
"","akademia.evolucion","2017-05-31","0","0","0","0","0"
"","RITinKosovo","2017-05-31","0","0","0","0","0"
"","kolegjibiznesi","2017-05-31","0","0","0","0","0"
"","kolegjidardania","2017-05-31","0","0","0","0","0"
"","kugjilani","2017-05-31","0","0","0","0","0"
"","KolegjiGlobus","2017-05-31","0","0","0","0","0"
"","universitetiiliria","2017-05-31","0","0","0","0","0"
"","KolegjiPjeterBudi","2017-05-31","0","0","0","0","0"
"","RiinvestCollege","2017-05-31","0","0","0","0","0"
"","www.tempulli.org","2017-05-31","0","0","0","0","0"
"","KolegjiUniversi","2017-05-31","0","0","0","0","0"
"","Ibcmitrovica","2017-05-31","0","0","0","0","0"
"","Ibcmitrovica","2017-05-30","13","13","0","0","1"
"","kolegji.ispe","2017-05-30","152","152","51","33","1"
"","KolegjiPjeterBudi","2017-05-30","17","17","0","0","1"
"","RITinKosovo","2017-05-30","28","28","0","0","1"
"","UniversitetiUBT","2017-05-30","188","188","7","11","3"
"","universumcollege","2017-05-30","43","44","5","0","1"
"","www.kolegjifama.eu","2017-05-30","110","110","0","10","1"
"","UniversitetiPrishtines","2017-05-30","0","0","0","0","0"
"","UGJFA","2017-05-30","0","0","0","0","0"
"","366223313437608","2017-05-30","0","0","0","0","0"
"","FakultetiIStudimeveIslameFsiPrishtine","2017-05-30","0","0","0","0","0"
"","AkademiaeKosovesperSiguriPublike","2017-05-30","0","0","0","0","0"
"","akademia.evolucion","2017-05-30","0","0","0","0","0"
"","AAB.edu","2017-05-30","0","0","0","0","0"
"","kolegjibiznesi","2017-05-30","0","0","0","0","0"
"","kolegjidardania","2017-05-30","0","0","0","0","0"
"","kugjilani","2017-05-30","0","0","0","0","0"
"","KolegjiGlobus","2017-05-30","0","0","0","0","0"
"","universitetiiliria","2017-05-30","0","0","0","0","0"
"","RiinvestCollege","2017-05-30","0","0","0","0","0"
"","www.tempulli.org","2017-05-30","0","0","0","0","0"
"","KolegjiUniversi","2017-05-30","0","0","0","0","0"
"","AAB.edu","2017-05-29","152","155","8","11","1"
"","Ibcmitrovica","2017-05-29","16","20","0","1","1"
"","KolegjiPjeterBudi","2017-05-29","46","46","0","2","3"
"","RiinvestCollege","2017-05-29","100","100","11","4","2"
"","universitetiiliria","2017-05-29","272","275","4","2","2"
"","UniversitetiPrishtines","2017-05-29","328","328","20","16","10"
"","UniversitetiUBT","2017-05-29","176","177","8","18","4"
"","universumcollege","2017-05-29","168","168","2","2","3"
"","UGJFA","2017-05-29","0","0","0","0","0"
"","366223313437608","2017-05-29","0","0","0","0","0"
"","FakultetiIStudimeveIslameFsiPrishtine","2017-05-29","0","0","0","0","0"
"","AkademiaeKosovesperSiguriPublike","2017-05-29","0","0","0","0","0"
"","akademia.evolucion","2017-05-29","0","0","0","0","0"
"","RITinKosovo","2017-05-29","0","0","0","0","0"
"","kolegjibiznesi","2017-05-29","0","0","0","0","0"
"","kolegjidardania","2017-05-29","0","0","0","0","0"
"","www.kolegjifama.eu","2017-05-29","0","0","0","0","0"
"","kugjilani","2017-05-29","0","0","0","0","0"
"","KolegjiGlobus","2017-05-29","0","0","0","0","0"
"","kolegji.ispe","2017-05-29","0","0","0","0","0"
"","www.tempulli.org","2017-05-29","0","0","0","0","0"
"","KolegjiUniversi","2017-05-29","0","0","0","0","0"
"","universitetiiliria","2017-05-28","293","293","3","9","1"
"","UniversitetiUBT","2017-05-28","27","27","0","1","1"
"","UniversitetiPrishtines","2017-05-28","0","0","0","0","0"
"","UGJFA","2017-05-28","0","0","0","0","0"
"","366223313437608","2017-05-28","0","0","0","0","0"
"","FakultetiIStudimeveIslameFsiPrishtine","2017-05-28","0","0","0","0","0"
"","AkademiaeKosovesperSiguriPublike","2017-05-28","0","0","0","0","0"
"","akademia.evolucion","2017-05-28","0","0","0","0","0"
"","AAB.edu","2017-05-28","0","0","0","0","0"
"","RITinKosovo","2017-05-28","0","0","0","0","0"
"","kolegjibiznesi","2017-05-28","0","0","0","0","0"
"","kolegjidardania","2017-05-28","0","0","0","0","0"
"","www.kolegjifama.eu","2017-05-28","0","0","0","0","0"
"","kugjilani","2017-05-28","0","0","0","0","0"
"","KolegjiGlobus","2017-05-28","0","0","0","0","0"
"","kolegji.ispe","2017-05-28","0","0","0","0","0"
"","KolegjiPjeterBudi","2017-05-28","0","0","0","0","0"
"","RiinvestCollege","2017-05-28","0","0","0","0","0"
"","www.tempulli.org","2017-05-28","0","0","0","0","0"
"","KolegjiUniversi","2017-05-28","0","0","0","0","0"
"","universumcollege","2017-05-28","0","0","0","0","0"
"","Ibcmitrovica","2017-05-28","0","0","0","0","0"
"","RiinvestCollege","2017-05-27","86","89","0","9","2"
"","universumcollege","2017-05-27","162","162","28","7","1"
"","UniversitetiPrishtines","2017-05-27","0","0","0","0","0"
"","UGJFA","2017-05-27","0","0","0","0","0"
"","366223313437608","2017-05-27","0","0","0","0","0"
"","FakultetiIStudimeveIslameFsiPrishtine","2017-05-27","0","0","0","0","0"
"","AkademiaeKosovesperSiguriPublike","2017-05-27","0","0","0","0","0"
"","akademia.evolucion","2017-05-27","0","0","0","0","0"
"","AAB.edu","2017-05-27","0","0","0","0","0"
"","RITinKosovo","2017-05-27","0","0","0","0","0"
"","kolegjibiznesi","2017-05-27","0","0","0","0","0"
"","kolegjidardania","2017-05-27","0","0","0","0","0"
"","www.kolegjifama.eu","2017-05-27","0","0","0","0","0"
"","kugjilani","2017-05-27","0","0","0","0","0"
"","KolegjiGlobus","2017-05-27","0","0","0","0","0"
"","universitetiiliria","2017-05-27","0","0","0","0","0"
"","kolegji.ispe","2017-05-27","0","0","0","0","0"
"","KolegjiPjeterBudi","2017-05-27","0","0","0","0","0"
"","www.tempulli.org","2017-05-27","0","0","0","0","0"
"","UniversitetiUBT","2017-05-27","0","0","0","0","0"
"","KolegjiUniversi","2017-05-27","0","0","0","0","0"
"","Ibcmitrovica","2017-05-27","0","0","0","0","0"
"","366223313437608","2017-05-26","34","34","0","1","1"
"","AAB.edu","2017-05-26","172","173","7","1","3"
"","Ibcmitrovica","2017-05-26","47","48","0","0","1"
"","KolegjiPjeterBudi","2017-05-26","39","39","0","0","1"
"","kugjilani","2017-05-26","4","4","0","0","1"
"","RiinvestCollege","2017-05-26","418","425","2","5","4"
"","UGJFA","2017-05-26","23","23","0","0","1"
"","universitetiiliria","2017-05-26","52","52","0","0","1"
"","UniversitetiPrishtines","2017-05-26","998","1000","12","12","4"
"","UniversitetiUBT","2017-05-26","120","121","2","9","5"
"","universumcollege","2017-05-26","79","79","21","8","1"
"","www.tempulli.org","2017-05-26","14","14","0","0","1"
"","FakultetiIStudimeveIslameFsiPrishtine","2017-05-26","0","0","0","0","0"
"","AkademiaeKosovesperSiguriPublike","2017-05-26","0","0","0","0","0"
"","akademia.evolucion","2017-05-26","0","0","0","0","0"
"","RITinKosovo","2017-05-26","0","0","0","0","0"
"","kolegjibiznesi","2017-05-26","0","0","0","0","0"
"","kolegjidardania","2017-05-26","0","0","0","0","0"
"","www.kolegjifama.eu","2017-05-26","0","0","0","0","0"
"","KolegjiGlobus","2017-05-26","0","0","0","0","0"
"","kolegji.ispe","2017-05-26","0","0","0","0","0"
"","KolegjiUniversi","2017-05-26","0","0","0","0","0"
"","366223313437608","2017-05-25","85","85","0","3","4"
"","AAB.edu","2017-05-25","280","283","8","14","1"
"","FakultetiIStudimeveIslameFsiPrishtine","2017-05-25","40","40","0","0","1"
"","Ibcmitrovica","2017-05-25","40","43","0","8","1"
"","kolegji.ispe","2017-05-25","75","77","0","19","1"
"","KolegjiPjeterBudi","2017-05-25","76","76","12","17","1"
"","kugjilani","2017-05-25","8","8","1","0","1"
"","RITinKosovo","2017-05-25","44","45","0","3","1"
"","UniversitetiPrishtines","2017-05-25","158","158","2","8","4"
"","UniversitetiUBT","2017-05-25","113","114","0","5","3"
"","UGJFA","2017-05-25","0","0","0","0","0"
"","AkademiaeKosovesperSiguriPublike","2017-05-25","0","0","0","0","0"
"","akademia.evolucion","2017-05-25","0","0","0","0","0"
"","kolegjibiznesi","2017-05-25","0","0","0","0","0"
"","kolegjidardania","2017-05-25","0","0","0","0","0"
"","www.kolegjifama.eu","2017-05-25","0","0","0","0","0"
"","KolegjiGlobus","2017-05-25","0","0","0","0","0"
"","universitetiiliria","2017-05-25","0","0","0","0","0"
"","RiinvestCollege","2017-05-25","0","0","0","0","0"
"","www.tempulli.org","2017-05-25","0","0","0","0","0"
"","KolegjiUniversi","2017-05-25","0","0","0","0","0"
"","universumcollege","2017-05-25","0","0","0","0","0"
"","AAB.edu","2017-05-24","118","118","0","6","2"
"","FakultetiIStudimeveIslameFsiPrishtine","2017-05-24","44","44","0","0","1"
"","kolegjibiznesi","2017-05-24","129","129","0","2","1"
"","KolegjiPjeterBudi","2017-05-24","13","13","0","0","1"
"","RiinvestCollege","2017-05-24","366","374","1","15","2"
"","RITinKosovo","2017-05-24","244","246","0","4","2"
"","UniversitetiPrishtines","2017-05-24","76","76","0","6","6"
"","UniversitetiUBT","2017-05-24","102","102","1","4","4"
"","universumcollege","2017-05-24","25","25","0","6","1"
"","UGJFA","2017-05-24","0","0","0","0","0"
"","366223313437608","2017-05-24","0","0","0","0","0"
"","AkademiaeKosovesperSiguriPublike","2017-05-24","0","0","0","0","0"
"","akademia.evolucion","2017-05-24","0","0","0","0","0"
"","kolegjidardania","2017-05-24","0","0","0","0","0"
"","www.kolegjifama.eu","2017-05-24","0","0","0","0","0"
"","kugjilani","2017-05-24","0","0","0","0","0"
"","KolegjiGlobus","2017-05-24","0","0","0","0","0"
"","universitetiiliria","2017-05-24","0","0","0","0","0"
"","kolegji.ispe","2017-05-24","0","0","0","0","0"
"","www.tempulli.org","2017-05-24","0","0","0","0","0"
"","KolegjiUniversi","2017-05-24","0","0","0","0","0"
"","Ibcmitrovica","2017-05-24","0","0","0","0","0"
"","kolegji.ispe","2017-05-23","70","70","1","6","1"
"","KolegjiGlobus","2017-05-23","36","36","0","0","2"
"","KolegjiPjeterBudi","2017-05-23","4","4","1","0","1"
